request_id,client_ip,batch_size,wait_ms,trigger_type,trigger_time_ms,inference_ms,preprocess_ms,postprocess_ms,total_ms,receive_ts,batch_id,start_ts,end_ts
a4f0f34d,38778,1,0,single,0,1154.8197269439697,7.620573043823242,2.3376941680908203,1164.8564338684082,2025-07-01 02:01:30.793,,2025-07-01 02:01:30.793,2025-07-01 02:01:31.958
54cb8249,38778,1,0,single,0,1210.4310989379883,6.222963333129883,1.8186569213867188,1218.4960842132568,2025-07-01 02:01:30.799,,2025-07-01 02:01:30.799,2025-07-01 02:01:32.017
ee16a3d4,38778,1,0,single,0,1267.2994136810303,8.269071578979492,1.7676353454589844,1277.4064540863037,2025-07-01 02:01:30.797,,2025-07-01 02:01:30.797,2025-07-01 02:01:32.074
4203b5a8,38778,1,0,single,0,1326.0960578918457,7.195234298706055,1.8582344055175781,1335.1733684539795,2025-07-01 02:01:30.799,,2025-07-01 02:01:30.799,2025-07-01 02:01:32.134
c3b42d24,38778,1,0,single,0,1384.5348358154297,6.798505783081055,1.8200874328613281,1393.1820392608643,2025-07-01 02:01:30.799,,2025-07-01 02:01:30.799,2025-07-01 02:01:32.193
dbc08fbb,38778,1,0,single,0,1440.9847259521484,6.497383117675781,1.8398761749267578,1449.3463039398193,2025-07-01 02:01:30.800,,2025-07-01 02:01:30.800,2025-07-01 02:01:32.249
f8eb0bea,38778,1,0,single,0,1498.408317565918,6.259679794311523,2.3322105407714844,1507.0273876190186,2025-07-01 02:01:30.800,,2025-07-01 02:01:30.800,2025-07-01 02:01:32.307
de27adb0,38778,1,0,single,0,1557.4321746826172,7.254838943481445,1.6980171203613281,1566.406011581421,2025-07-01 02:01:30.800,,2025-07-01 02:01:30.800,2025-07-01 02:01:32.366
d2c6c2f7,38778,1,0,single,0,1613.9671802520752,7.900238037109375,2.185344696044922,1624.075174331665,2025-07-01 02:01:30.799,,2025-07-01 02:01:30.799,2025-07-01 02:01:32.423
50a8030e,38778,1,0,single,0,1671.9138622283936,6.985664367675781,1.7898082733154297,1680.710792541504,2025-07-01 02:01:30.800,,2025-07-01 02:01:30.800,2025-07-01 02:01:32.481
45690d62,38778,1,0,single,0,514.9734020233154,2.894878387451172,1.9109249114990234,519.8042392730713,2025-07-01 02:01:31.970,,2025-07-01 02:01:31.970,2025-07-01 02:01:32.490
288d3c97,38778,1,0,single,0,465.8784866333008,2.7070045471191406,2.446413040161133,471.0524082183838,2025-07-01 02:01:32.029,,2025-07-01 02:01:32.029,2025-07-01 02:01:32.500
72a5c535,38778,1,0,single,0,417.36483573913574,2.772808074951172,1.905679702758789,422.06311225891113,2025-07-01 02:01:32.086,,2025-07-01 02:01:32.086,2025-07-01 02:01:32.508
3b659d94,38778,1,0,single,0,366.55473709106445,2.7704238891601562,1.802206039428711,371.14715576171875,2025-07-01 02:01:32.146,,2025-07-01 02:01:32.146,2025-07-01 02:01:32.517
a208a923,38778,1,0,single,0,316.2415027618408,2.814769744873047,1.790761947631836,320.86825370788574,2025-07-01 02:01:32.205,,2025-07-01 02:01:32.205,2025-07-01 02:01:32.526
bc01eecb,38778,1,0,single,0,269.55556869506836,2.796173095703125,1.6529560089111328,274.02329444885254,2025-07-01 02:01:32.261,,2025-07-01 02:01:32.261,2025-07-01 02:01:32.535
38ce3e90,38778,1,0,single,0,220.50857543945312,3.7932395935058594,2.393484115600586,226.72438621520996,2025-07-01 02:01:32.320,,2025-07-01 02:01:32.319,2025-07-01 02:01:32.546
562ccbc3,38778,1,0,single,0,172.5149154663086,2.8100013732910156,1.8243789672851562,177.1690845489502,2025-07-01 02:01:32.378,,2025-07-01 02:01:32.378,2025-07-01 02:01:32.555
fa52f428,38778,1,0,single,0,122.85017967224121,3.8042068481445312,1.9180774688720703,128.59845161437988,2025-07-01 02:01:32.436,,2025-07-01 02:01:32.436,2025-07-01 02:01:32.564
e44c5975,38778,1,0,single,0,75.04773139953613,2.8574466705322266,1.6388893127441406,79.56218719482422,2025-07-01 02:01:32.494,,2025-07-01 02:01:32.494,2025-07-01 02:01:32.574
093cbced,38778,1,0,single,0,75.46877861022949,2.8285980224609375,1.8699169158935547,80.1854133605957,2025-07-01 02:01:32.503,,2025-07-01 02:01:32.503,2025-07-01 02:01:32.583
8722d3fd,38778,1,0,single,0,74.1732120513916,2.8810501098632812,2.4073123931884766,79.48184013366699,2025-07-01 02:01:32.512,,2025-07-01 02:01:32.512,2025-07-01 02:01:32.592
7a242e0f,38778,1,0,single,0,75.0887393951416,2.876758575439453,1.7094612121582031,79.69427108764648,2025-07-01 02:01:32.520,,2025-07-01 02:01:32.520,2025-07-01 02:01:32.600
c5abb8f1,38778,1,0,single,0,73.92621040344238,3.000497817993164,1.7893314361572266,78.7353515625,2025-07-01 02:01:32.530,,2025-07-01 02:01:32.530,2025-07-01 02:01:32.609
9037c5a7,38778,1,0,single,0,73.28653335571289,3.767251968383789,1.619577407836914,78.71198654174805,2025-07-01 02:01:32.538,,2025-07-01 02:01:32.538,2025-07-01 02:01:32.617
e9510873,38778,1,0,single,0,72.68071174621582,2.8409957885742188,1.6422271728515625,77.18181610107422,2025-07-01 02:01:32.548,,2025-07-01 02:01:32.548,2025-07-01 02:01:32.625
fa1c3184,38778,1,0,single,0,70.20950317382812,3.0183792114257812,2.307415008544922,75.55484771728516,2025-07-01 02:01:32.559,,2025-07-01 02:01:32.559,2025-07-01 02:01:32.634
fded15d7,38778,1,0,single,0,69.94080543518066,3.7457942962646484,1.6002655029296875,75.30570030212402,2025-07-01 02:01:32.567,,2025-07-01 02:01:32.567,2025-07-01 02:01:32.642
fd41231a,38778,1,0,single,0,68.64643096923828,3.0167102813720703,2.379894256591797,74.06234741210938,2025-07-01 02:01:32.577,,2025-07-01 02:01:32.577,2025-07-01 02:01:32.651
b8e898ff,38778,1,0,single,0,69.18859481811523,1.8677711486816406,1.6932487487792969,72.76701927185059,2025-07-01 02:01:32.586,,2025-07-01 02:01:32.586,2025-07-01 02:01:32.659
48e195dc,38778,1,0,single,0,67.69895553588867,3.0057430267333984,1.8324851989746094,72.55840301513672,2025-07-01 02:01:32.596,,2025-07-01 02:01:32.595,2025-07-01 02:01:32.668
a1c560c6,38778,1,0,single,0,67.97480583190918,2.0499229431152344,1.7523765563964844,71.79403305053711,2025-07-01 02:01:32.605,,2025-07-01 02:01:32.605,2025-07-01 02:01:32.677
650d1fbc,38778,1,0,single,0,66.50614738464355,3.0012130737304688,1.9388198852539062,71.46453857421875,2025-07-01 02:01:32.614,,2025-07-01 02:01:32.614,2025-07-01 02:01:32.685
68af1d02,38778,1,0,single,0,67.54612922668457,1.9834041595458984,1.8100738525390625,71.35677337646484,2025-07-01 02:01:32.623,,2025-07-01 02:01:32.623,2025-07-01 02:01:32.694
54d5946b,38778,1,0,single,0,68.50123405456543,2.429962158203125,1.7123222351074219,72.662353515625,2025-07-01 02:01:32.629,,2025-07-01 02:01:32.629,2025-07-01 02:01:32.702
ed593236,38778,1,0,single,0,68.9840316772461,1.852273941040039,1.6987323760986328,72.55196571350098,2025-07-01 02:01:32.638,,2025-07-01 02:01:32.638,2025-07-01 02:01:32.710
6d8bfee6,38778,1,0,single,0,66.88737869262695,2.2122859954833984,1.6295909881591797,70.74761390686035,2025-07-01 02:01:32.648,,2025-07-01 02:01:32.648,2025-07-01 02:01:32.718
de6ccd65,38778,1,0,single,0,67.44098663330078,1.9183158874511719,1.7342567443847656,71.10953330993652,2025-07-01 02:01:32.656,,2025-07-01 02:01:32.656,2025-07-01 02:01:32.727
4ea8d6da,38778,1,0,single,0,67.37828254699707,1.8842220306396484,1.6813278198242188,70.96195220947266,2025-07-01 02:01:32.664,,2025-07-01 02:01:32.664,2025-07-01 02:01:32.735
97e7e006,38778,1,0,single,0,66.55049324035645,2.1369457244873047,1.5938282012939453,70.29867172241211,2025-07-01 02:01:32.673,,2025-07-01 02:01:32.673,2025-07-01 02:01:32.743
2c2c0d68,38778,1,0,single,0,65.12165069580078,3.273487091064453,1.7199516296386719,70.13320922851562,2025-07-01 02:01:32.681,,2025-07-01 02:01:32.681,2025-07-01 02:01:32.751
a29d7b98,38778,1,0,single,0,67.08598136901855,1.9009113311767578,1.8792152404785156,70.88255882263184,2025-07-01 02:01:32.689,,2025-07-01 02:01:32.689,2025-07-01 02:01:32.760
ccf04576,38778,1,0,single,0,65.9785270690918,2.928495407104492,1.7113685607910156,70.63746452331543,2025-07-01 02:01:32.698,,2025-07-01 02:01:32.698,2025-07-01 02:01:32.768
e9b2144b,38778,1,0,single,0,66.32041931152344,2.012968063354492,1.8875598907470703,70.23835182189941,2025-07-01 02:01:32.707,,2025-07-01 02:01:32.707,2025-07-01 02:01:32.778
40bad727,38778,1,0,single,0,67.35372543334961,1.8582344055175781,1.6560554504394531,70.88446617126465,2025-07-01 02:01:32.715,,2025-07-01 02:01:32.715,2025-07-01 02:01:32.786
dded2ea3,38778,1,0,single,0,67.31677055358887,1.9099712371826172,1.6586780548095703,70.90330123901367,2025-07-01 02:01:32.723,,2025-07-01 02:01:32.723,2025-07-01 02:01:32.794
706709d0,38778,1,0,single,0,67.16609001159668,1.9245147705078125,2.301931381225586,71.4116096496582,2025-07-01 02:01:32.731,,2025-07-01 02:01:32.731,2025-07-01 02:01:32.802
e96eabbb,38778,1,0,single,0,68.17340850830078,1.8825531005859375,1.8072128295898438,71.88081741333008,2025-07-01 02:01:32.739,,2025-07-01 02:01:32.739,2025-07-01 02:01:32.811
64bf0bd4,38778,1,0,single,0,67.31390953063965,1.9533634185791016,2.801656723022461,72.08871841430664,2025-07-01 02:01:32.748,,2025-07-01 02:01:32.748,2025-07-01 02:01:32.820
7408bfe6,38778,1,0,single,0,68.91202926635742,1.8701553344726562,1.657247543334961,72.45635986328125,2025-07-01 02:01:32.755,,2025-07-01 02:01:32.755,2025-07-01 02:01:32.828
433d6965,38778,1,0,single,0,68.10665130615234,2.903461456298828,1.7383098602294922,72.76606559753418,2025-07-01 02:01:32.763,,2025-07-01 02:01:32.763,2025-07-01 02:01:32.836
d7067149,38778,1,0,single,0,67.3680305480957,2.387523651123047,1.8444061279296875,71.61974906921387,2025-07-01 02:01:32.774,,2025-07-01 02:01:32.774,2025-07-01 02:01:32.845
ff3e26e7,38778,1,0,single,0,68.21203231811523,2.916574478149414,1.645803451538086,72.79157638549805,2025-07-01 02:01:32.781,,2025-07-01 02:01:32.781,2025-07-01 02:01:32.853
e26f2663,38778,1,0,single,0,51.65243148803711,2.040863037109375,1.7333030700683594,55.44471740722656,2025-07-01 02:01:32.807,,2025-07-01 02:01:32.807,2025-07-01 02:01:32.862
d9f60eff,38778,1,0,single,0,60.55951118469238,2.049684524536133,1.8165111541748047,64.44263458251953,2025-07-01 02:01:32.807,,2025-07-01 02:01:32.807,2025-07-01 02:01:32.872
97de2fea,38778,1,0,single,0,58.89439582824707,1.9009113311767578,1.7445087432861328,62.557220458984375,2025-07-01 02:01:32.818,,2025-07-01 02:01:32.818,2025-07-01 02:01:32.881
33fdd14d,38778,1,0,single,0,66.82181358337402,1.9614696502685547,1.7256736755371094,70.5256462097168,2025-07-01 02:01:32.819,,2025-07-01 02:01:32.819,2025-07-01 02:01:32.889
47e10a4a,38778,1,0,single,0,69.96393203735352,1.8389225006103516,1.6603469848632812,73.48036766052246,2025-07-01 02:01:32.824,,2025-07-01 02:01:32.824,2025-07-01 02:01:32.897
2d336d20,38778,1,0,single,0,68.9547061920166,1.9443035125732422,2.2797584533691406,73.19808006286621,2025-07-01 02:01:32.833,,2025-07-01 02:01:32.833,2025-07-01 02:01:32.906
7175e97a,38778,1,0,single,0,70.68014144897461,1.9102096557617188,1.680135726928711,74.28812980651855,2025-07-01 02:01:32.840,,2025-07-01 02:01:32.840,2025-07-01 02:01:32.914
515662b3,38778,1,0,single,0,69.75317001342773,2.892017364501953,1.775979995727539,74.43904876708984,2025-07-01 02:01:32.848,,2025-07-01 02:01:32.848,2025-07-01 02:01:32.923
b1faea91,38778,1,0,single,0,69.97919082641602,1.8863677978515625,1.8551349639892578,73.73905181884766,2025-07-01 02:01:32.858,,2025-07-01 02:01:32.858,2025-07-01 02:01:32.931
b0cd992b,38778,1,0,single,0,69.43058967590332,2.8564929962158203,1.8503665924072266,74.15652275085449,2025-07-01 02:01:32.866,,2025-07-01 02:01:32.866,2025-07-01 02:01:32.940
d36b82b3,38778,1,0,single,0,69.38791275024414,2.4318695068359375,1.8165111541748047,73.65775108337402,2025-07-01 02:01:32.876,,2025-07-01 02:01:32.876,2025-07-01 02:01:32.949
4f1a32f7,38778,1,0,single,0,71.97690010070801,1.8897056579589844,1.7960071563720703,75.68168640136719,2025-07-01 02:01:32.884,,2025-07-01 02:01:32.884,2025-07-01 02:01:32.959
bb48a60b,38778,1,0,single,0,72.08061218261719,1.8982887268066406,1.796722412109375,75.79326629638672,2025-07-01 02:01:32.893,,2025-07-01 02:01:32.893,2025-07-01 02:01:32.969
fe3b3adf,38778,1,0,single,0,72.56650924682617,1.893758773803711,2.318143844604492,76.7984390258789,2025-07-01 02:01:32.901,,2025-07-01 02:01:32.901,2025-07-01 02:01:32.978
8e985afa,38778,1,0,single,0,72.24273681640625,1.882791519165039,1.867532730102539,76.01070404052734,2025-07-01 02:01:32.910,,2025-07-01 02:01:32.910,2025-07-01 02:01:32.986
20e435b6,38778,1,0,single,0,71.48933410644531,1.8911361694335938,2.3376941680908203,75.73628425598145,2025-07-01 02:01:32.919,,2025-07-01 02:01:32.919,2025-07-01 02:01:32.994
1e7665c7,38778,1,0,single,0,72.78323173522949,1.8608570098876953,1.7066001892089844,76.36809349060059,2025-07-01 02:01:32.926,,2025-07-01 02:01:32.926,2025-07-01 02:01:33.003
5048a0eb,38778,1,0,single,0,71.34056091308594,2.883434295654297,1.6698837280273438,75.9119987487793,2025-07-01 02:01:32.935,,2025-07-01 02:01:32.935,2025-07-01 02:01:33.011
aa3f0945,38778,1,0,single,0,71.94828987121582,2.450227737426758,1.6689300537109375,76.08652114868164,2025-07-01 02:01:32.943,,2025-07-01 02:01:32.943,2025-07-01 02:01:33.020
0c099a87,38778,1,0,single,0,71.2893009185791,3.0541419982910156,1.7426013946533203,76.11274719238281,2025-07-01 02:01:32.952,,2025-07-01 02:01:32.952,2025-07-01 02:01:33.028
ef1389a0,38778,1,0,single,0,71.56062126159668,2.4406909942626953,1.7468929290771484,75.76894760131836,2025-07-01 02:01:32.961,,2025-07-01 02:01:32.961,2025-07-01 02:01:33.037
