request_id,client_ip,batch_size,wait_ms,trigger_type,trigger_time_ms,inference_ms,preprocess_ms,postprocess_ms,total_ms,receive_ts,batch_id,start_ts,end_ts
fed31898,45146,1,0,single,0,1158.2484245300293,3.504514694213867,2.2809505462646484,1164.0665531158447,2025-07-01 00:25:30.922,,2025-07-01 00:25:30.922,2025-07-01 00:25:32.086
32d79ad8,45146,1,0,single,0,1216.0766124725342,3.7391185760498047,1.9273757934570312,1221.7657566070557,2025-07-01 00:25:30.922,,2025-07-01 00:25:30.922,2025-07-01 00:25:32.144
741ceca9,45146,1,0,single,0,1270.0769901275635,7.317304611206055,1.9047260284423828,1279.3235778808594,2025-07-01 00:25:30.924,,2025-07-01 00:25:30.924,2025-07-01 00:25:32.203
89ed0f5c,45146,1,0,single,0,1327.9778957366943,8.265018463134766,1.7619132995605469,1338.0262851715088,2025-07-01 00:25:30.923,,2025-07-01 00:25:30.923,2025-07-01 00:25:32.261
828661a8,45146,1,0,single,0,1385.772943496704,8.167743682861328,2.043008804321289,1396.0065841674805,2025-07-01 00:25:30.923,,2025-07-01 00:25:30.923,2025-07-01 00:25:32.319
f76785b7,45146,1,0,single,0,1441.4446353912354,6.271123886108398,1.9006729125976562,1449.6426582336426,2025-07-01 00:25:30.927,,2025-07-01 00:25:30.926,2025-07-01 00:25:32.376
e05a9275,45146,1,0,single,0,1498.8605976104736,6.050825119018555,1.959085464477539,1506.8919658660889,2025-07-01 00:25:30.927,,2025-07-01 00:25:30.927,2025-07-01 00:25:32.434
39dbd237,45146,1,0,single,0,1557.8486919403076,6.994485855102539,1.8720626831054688,1566.7424201965332,2025-07-01 00:25:30.926,,2025-07-01 00:25:30.926,2025-07-01 00:25:32.493
f8265cae,45146,1,0,single,0,1615.6282424926758,7.82465934753418,1.9032955169677734,1625.38480758667,2025-07-01 00:25:30.925,,2025-07-01 00:25:30.925,2025-07-01 00:25:32.551
52045c42,45146,1,0,single,0,1673.9089488983154,8.567571640014648,1.9900798797607422,1684.4871044158936,2025-07-01 00:25:30.925,,2025-07-01 00:25:30.925,2025-07-01 00:25:32.609
a2b58eab,45146,1,0,single,0,514.4739151000977,3.030538558959961,1.7669200897216797,519.2925930023193,2025-07-01 00:25:32.098,,2025-07-01 00:25:32.098,2025-07-01 00:25:32.617
7ae6320c,45146,1,0,single,0,465.7411575317383,2.699136734008789,1.7247200012207031,470.1845645904541,2025-07-01 00:25:32.156,,2025-07-01 00:25:32.156,2025-07-01 00:25:32.626
7f1e10a1,45146,1,0,single,0,414.9444103240967,2.744913101196289,1.775503158569336,419.48390007019043,2025-07-01 00:25:32.215,,2025-07-01 00:25:32.215,2025-07-01 00:25:32.635
52a52358,45146,1,0,single,0,365.5378818511963,2.737760543823242,1.7838478088378906,370.07665634155273,2025-07-01 00:25:32.273,,2025-07-01 00:25:32.273,2025-07-01 00:25:32.643
608b5f3a,45146,1,0,single,0,316.300630569458,2.7616024017333984,1.7359256744384766,320.8169937133789,2025-07-01 00:25:32.331,,2025-07-01 00:25:32.331,2025-07-01 00:25:32.652
103a0da5,45146,1,0,single,0,267.95363426208496,2.901315689086914,1.7523765563964844,272.6259231567383,2025-07-01 00:25:32.388,,2025-07-01 00:25:32.388,2025-07-01 00:25:32.661
d9efcab7,45146,1,0,single,0,219.57945823669434,3.0364990234375,1.6698837280273438,224.3056297302246,2025-07-01 00:25:32.445,,2025-07-01 00:25:32.445,2025-07-01 00:25:32.670
1af53f38,45146,1,0,single,0,169.6913242340088,2.9163360595703125,1.7130374908447266,174.34024810791016,2025-07-01 00:25:32.504,,2025-07-01 00:25:32.504,2025-07-01 00:25:32.679
76c610f6,45146,1,0,single,0,120.07522583007812,2.859354019165039,1.7375946044921875,124.69196319580078,2025-07-01 00:25:32.563,,2025-07-01 00:25:32.563,2025-07-01 00:25:32.687
598ff739,45146,1,0,single,0,71.13409042358398,2.7570724487304688,1.9001960754394531,75.80995559692383,2025-07-01 00:25:32.621,,2025-07-01 00:25:32.621,2025-07-01 00:25:32.697
15624247,45146,1,0,single,0,70.6181526184082,2.966642379760742,1.7495155334472656,75.35219192504883,2025-07-01 00:25:32.630,,2025-07-01 00:25:32.630,2025-07-01 00:25:32.705
b7db6ab0,45146,1,0,single,0,70.80650329589844,2.8867721557617188,1.8856525421142578,75.59680938720703,2025-07-01 00:25:32.639,,2025-07-01 00:25:32.639,2025-07-01 00:25:32.714
6cbfc732,45146,1,0,single,0,70.65057754516602,3.1206607818603516,1.7018318176269531,75.49190521240234,2025-07-01 00:25:32.647,,2025-07-01 00:25:32.647,2025-07-01 00:25:32.723
ad6ca215,45146,1,0,single,0,70.37019729614258,2.896547317504883,1.672506332397461,74.95665550231934,2025-07-01 00:25:32.656,,2025-07-01 00:25:32.656,2025-07-01 00:25:32.731
49ea067f,45146,1,0,single,0,69.85139846801758,3.189563751220703,1.683950424194336,74.74374771118164,2025-07-01 00:25:32.665,,2025-07-01 00:25:32.665,2025-07-01 00:25:32.739
4de8f7f5,45146,1,0,single,0,69.92411613464355,3.081083297729492,1.987457275390625,75.0119686126709,2025-07-01 00:25:32.673,,2025-07-01 00:25:32.673,2025-07-01 00:25:32.748
cbc8e559,45146,1,0,single,0,69.90170478820801,2.9745101928710938,1.7414093017578125,74.63479042053223,2025-07-01 00:25:32.682,,2025-07-01 00:25:32.682,2025-07-01 00:25:32.757
aa0642ab,45146,1,0,single,0,69.97919082641602,2.8786659240722656,1.7135143280029297,74.59044456481934,2025-07-01 00:25:32.691,,2025-07-01 00:25:32.691,2025-07-01 00:25:32.765
ed1c93bd,45146,1,0,single,0,70.04737854003906,2.923727035522461,1.7647743225097656,74.7528076171875,2025-07-01 00:25:32.699,,2025-07-01 00:25:32.699,2025-07-01 00:25:32.774
d017da34,45146,1,0,single,0,70.90592384338379,1.8901824951171875,2.0973682403564453,74.91087913513184,2025-07-01 00:25:32.709,,2025-07-01 00:25:32.709,2025-07-01 00:25:32.784
083664bf,45146,1,0,single,0,69.68545913696289,2.833127975463867,1.7938613891601562,74.33032989501953,2025-07-01 00:25:32.718,,2025-07-01 00:25:32.718,2025-07-01 00:25:32.792
f58188ed,45146,1,0,single,0,69.74291801452637,2.9854774475097656,1.7974376678466797,74.54299926757812,2025-07-01 00:25:32.726,,2025-07-01 00:25:32.726,2025-07-01 00:25:32.801
baaac365,45146,1,0,single,0,71.06232643127441,1.8856525421142578,1.7075538635253906,74.67436790466309,2025-07-01 00:25:32.735,,2025-07-01 00:25:32.735,2025-07-01 00:25:32.809
2ddb3d16,45146,1,0,single,0,71.56801223754883,1.8451213836669922,1.9063949584960938,75.33693313598633,2025-07-01 00:25:32.743,,2025-07-01 00:25:32.743,2025-07-01 00:25:32.818
2ca9208a,45146,1,0,single,0,71.18105888366699,1.8503665924072266,1.6524791717529297,74.69987869262695,2025-07-01 00:25:32.752,,2025-07-01 00:25:32.752,2025-07-01 00:25:32.827
3d6f4e04,45146,1,0,single,0,70.16253471374512,2.9268264770507812,1.7685890197753906,74.87654685974121,2025-07-01 00:25:32.761,,2025-07-01 00:25:32.761,2025-07-01 00:25:32.835
34073acd,45146,1,0,single,0,70.1594352722168,2.9630661010742188,1.7063617706298828,74.84698295593262,2025-07-01 00:25:32.769,,2025-07-01 00:25:32.769,2025-07-01 00:25:32.844
b145f40f,45146,1,0,single,0,70.22571563720703,2.877473831176758,1.710653305053711,74.83267784118652,2025-07-01 00:25:32.778,,2025-07-01 00:25:32.778,2025-07-01 00:25:32.853
c0e5d51f,45146,1,0,single,0,70.08481025695801,2.8443336486816406,1.7404556274414062,74.68748092651367,2025-07-01 00:25:32.786,,2025-07-01 00:25:32.786,2025-07-01 00:25:32.861
463558d4,45146,1,0,single,0,70.50204277038574,1.8732547760009766,2.101421356201172,74.49483871459961,2025-07-01 00:25:32.796,,2025-07-01 00:25:32.796,2025-07-01 00:25:32.870
00c55c2b,45146,1,0,single,0,69.60225105285645,2.8951168060302734,1.8863677978515625,74.4028091430664,2025-07-01 00:25:32.805,,2025-07-01 00:25:32.805,2025-07-01 00:25:32.879
8a4d143a,45146,1,0,single,0,70.34492492675781,2.8595924377441406,1.7287731170654297,74.9509334564209,2025-07-01 00:25:32.813,,2025-07-01 00:25:32.813,2025-07-01 00:25:32.888
2b8f7e34,45146,1,0,single,0,70.99318504333496,1.9207000732421875,1.7230510711669922,74.65457916259766,2025-07-01 00:25:32.822,,2025-07-01 00:25:32.822,2025-07-01 00:25:32.896
066f1d17,45146,1,0,single,0,71.22611999511719,2.0477771759033203,1.7163753509521484,75.00767707824707,2025-07-01 00:25:32.830,,2025-07-01 00:25:32.830,2025-07-01 00:25:32.905
5b480d2f,45146,1,0,single,0,71.56991958618164,1.8587112426757812,1.6856193542480469,75.13189315795898,2025-07-01 00:25:32.838,,2025-07-01 00:25:32.838,2025-07-01 00:25:32.913
